Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
2906,CA-2015-127586,26/09/2015,30/09/2015,Standard Class,CS-12400,Christopher Schild,2,United States,Seattle,Washington,98115.0,3,OFF-ST-10002615,1,14,535,310.12
531,US-2016-138303,03/09/2016,07/09/2016,Standard Class,MG-18145,Mike Gockenbach,0,United States,Philadelphia,Pennsylvania,19134.0,1,OFF-EN-10001335,1,7,1614,52.512
8403,CA-2016-110814,05/12/2016,09/12/2016,Second Class,BD-11635,Brian Derr,0,United States,New York City,New York,10009.0,1,OFF-PA-10004156,1,12,1660,22.68
997,CA-2016-162537,28/10/2016,03/11/2016,Standard Class,RD-19585,Rob Dowd,0,United States,Henderson,Kentucky,42420.0,2,OFF-EN-10003862,1,7,973,10.67
9695,CA-2018-130148,24/09/2018,28/09/2018,Second Class,NK-18490,Neil Knudson,2,United States,San Francisco,California,94110.0,3,OFF-SU-10001574,1,15,102,7.3
2313,US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Becky Castell,2,United States,Peoria,Arizona,85345.0,3,OFF-ST-10001809,1,14,646,215.592
2155,US-2017-120460,30/04/2017,05/05/2017,Standard Class,BF-11170,Ben Ferrer,2,United States,Dallas,Texas,75081.0,0,FUR-FU-10004973,0,9,671,22.608
4047,CA-2018-100356,21/10/2018,25/10/2018,Standard Class,SP-20920,Susan Pistek,0,United States,Chicago,Illinois,60653.0,0,OFF-AP-10002191,1,1,299,23.992
1428,US-2016-164448,31/10/2016,04/11/2016,Second Class,DK-12835,Damala Kotsonis,1,United States,Salinas,California,93905.0,3,OFF-EN-10002600,1,7,1339,14.75
8022,CA-2015-129189,21/07/2015,25/07/2015,Standard Class,HM-14860,Harry Marie,1,United States,Dallas,Texas,75217.0,0,OFF-AP-10000124,1,1,50,4.992
6974,CA-2018-153822,19/09/2018,25/09/2018,Standard Class,AB-10105,Adrian Barton,0,United States,Phoenix,Arizona,85023.0,3,OFF-BI-10001460,1,3,1279,18.18
8919,US-2017-144057,09/05/2017,13/05/2017,Standard Class,CV-12805,Cynthia Voltz,1,United States,Austin,Texas,78745.0,0,OFF-BI-10002353,1,3,714,18.528
5639,CA-2015-154893,21/12/2015,27/12/2015,Standard Class,GM-14440,Gary McGarr,0,United States,San Diego,California,92024.0,3,FUR-CH-10004287,0,5,1362,1325.76
7430,US-2015-164763,17/03/2015,21/03/2015,Standard Class,MH-17440,Mark Haberlin,1,United States,Jackson,Mississippi,39212.0,2,OFF-PA-10003349,1,12,1745,12.96
3544,CA-2017-157511,18/09/2017,20/09/2017,First Class,SV-20365,Seth Vernon,0,United States,Columbus,Ohio,43229.0,1,OFF-AR-10002257,1,2,588,2.672
3887,CA-2017-167759,03/03/2017,08/03/2017,Second Class,CC-12670,Craig Carreira,0,United States,Bloomington,Indiana,47401.0,0,TEC-PH-10003171,2,13,1271,134.85
5857,CA-2016-112214,05/08/2016,11/08/2016,Standard Class,AH-10690,Anna Häberlin,1,United States,Dallas,Texas,75220.0,0,OFF-BI-10002982,1,3,268,1.362
496,CA-2016-134782,27/12/2016,31/12/2016,Standard Class,MD-17350,Maribeth Dona,0,United States,Fayetteville,Arkansas,72701.0,2,OFF-EN-10001434,1,7,1513,105.42
9307,CA-2015-128237,25/03/2015,30/03/2015,Standard Class,CA-12265,Christina Anderson,0,United States,San Francisco,California,94110.0,3,OFF-AR-10003829,1,2,1158,6.56
2322,CA-2016-109470,31/12/2016,03/01/2017,Second Class,KC-16255,Karen Carlisle,1,United States,Henderson,Kentucky,42420.0,2,OFF-BI-10004492,1,3,1576,94.74
8362,CA-2018-147207,02/01/2018,04/01/2018,Second Class,TS-21655,Trudy Schmidt,0,United States,El Paso,Texas,79907.0,0,OFF-AP-10000027,1,1,864,5.432
9748,US-2015-140914,11/11/2015,15/11/2015,Standard Class,BH-11710,Brosina Hoffman,0,United States,Chicago,Illinois,60653.0,0,FUR-FU-10000175,0,9,494,10.984
152,CA-2017-158834,13/03/2017,16/03/2017,First Class,TW-21025,Tamara Willingham,2,United States,Scottsdale,Arizona,85254.0,3,OFF-AP-10000326,1,1,296,157.92
9357,CA-2016-110324,01/12/2016,05/12/2016,Standard Class,MA-17560,Matt Abelman,2,United States,Jackson,Michigan,49201.0,0,OFF-PA-10001776,1,12,1651,18.54
695,CA-2016-119291,14/05/2016,17/05/2016,First Class,JO-15550,Jesus Ocampo,2,United States,Chester,Pennsylvania,19013.0,1,OFF-AR-10003373,1,2,363,198.272
4234,CA-2018-100223,05/07/2018,10/07/2018,Standard Class,LS-16945,Linda Southworth,1,United States,Dallas,Texas,75220.0,0,OFF-BI-10004492,1,3,1576,6.316
5448,US-2017-127425,26/08/2017,31/08/2017,Standard Class,DR-12880,Dan Reichenbach,1,United States,New York City,New York,10035.0,1,TEC-AC-10002800,2,0,1265,249.95
1739,CA-2016-130204,03/09/2016,09/09/2016,Standard Class,DB-13120,David Bremer,1,United States,San Francisco,California,94122.0,3,TEC-AC-10003038,2,0,959,17.9
3002,CA-2015-138317,21/06/2015,25/06/2015,Standard Class,NW-18400,Natalie Webber,0,United States,Philadelphia,Pennsylvania,19120.0,1,OFF-BI-10000069,1,3,699,9.006
168,CA-2015-139892,08/09/2015,12/09/2015,Standard Class,BM-11140,Becky Martin,0,United States,San Antonio,Texas,78207.0,0,FUR-CH-10004287,0,5,1362,1740.06
7826,CA-2016-127327,03/02/2016,07/02/2016,Standard Class,PW-19030,Pauline Webber,1,United States,Rome,New York,13440.0,1,FUR-CH-10004218,0,5,751,90.882
8743,US-2016-144771,02/10/2016,04/10/2016,First Class,CK-12205,Chloris Kastensmidt,0,United States,Hillsboro,Oregon,97123.0,3,FUR-FU-10000629,0,9,31,11.032
2866,US-2018-103828,13/08/2018,13/08/2018,Same Day,JK-15370,Jay Kimmel,0,United States,San Francisco,California,94122.0,3,OFF-AR-10000588,1,2,1153,59.52
8369,CA-2015-109918,07/09/2015,12/09/2015,Second Class,LR-17035,Lisa Ryan,1,United States,Santa Clara,California,95051.0,3,OFF-BI-10004308,1,3,257,83.92
3468,US-2016-147242,10/09/2016,14/09/2016,Standard Class,EH-13765,Edward Hooks,1,United States,Revere,Massachusetts,2151.0,1,OFF-PA-10003039,1,12,1749,278.82
2884,CA-2017-130799,11/11/2017,16/11/2017,Second Class,BK-11260,Berenike Kampe,0,United States,San Francisco,California,94110.0,3,FUR-FU-10001852,0,9,585,6.96
5523,CA-2017-110982,05/06/2017,07/06/2017,First Class,CK-12205,Chloris Kastensmidt,0,United States,Santa Clara,California,95051.0,3,OFF-BI-10000829,1,3,259,21.552
8359,CA-2015-110555,11/04/2015,18/04/2015,Standard Class,MM-18055,Michelle Moray,0,United States,Great Falls,Montana,59405.0,3,TEC-PH-10000586,2,13,45,105.584
4487,CA-2017-109365,03/11/2017,08/11/2017,Standard Class,XP-21865,Xylona Preis,0,United States,Los Angeles,California,90049.0,3,OFF-PA-10004359,1,12,1103,314.55
3709,CA-2015-120544,23/11/2015,27/11/2015,Standard Class,SS-20140,Saphhira Shifley,1,United States,Mesquite,Texas,75150.0,0,OFF-AP-10004336,1,1,466,34.176
5728,CA-2018-117324,08/12/2018,13/12/2018,Standard Class,JP-15520,Jeremy Pistek,0,United States,Madison,Wisconsin,53711.0,0,TEC-AC-10003023,2,0,996,178.11
2277,CA-2015-104283,27/06/2015,01/07/2015,Standard Class,LM-17065,Liz MacKendrick,0,United States,Southaven,Mississippi,38671.0,2,OFF-ST-10004337,1,14,1364,306.2
6724,US-2018-166394,04/09/2018,06/09/2018,Second Class,VM-21835,Vivian Mathis,0,United States,Nashua,New Hampshire,3060.0,1,OFF-FA-10001843,1,8,1498,14.82
5456,CA-2018-160962,28/04/2018,02/05/2018,Standard Class,MC-17605,Matt Connell,1,United States,Philadelphia,Pennsylvania,19143.0,1,OFF-AR-10003056,1,2,1149,6.848
9020,CA-2015-100706,16/12/2015,18/12/2015,Second Class,LE-16810,Laurel Elliston,0,United States,Springfield,Virginia,22153.0,2,TEC-AC-10001314,2,0,420,99.98
8674,CA-2018-163265,16/02/2018,21/02/2018,Standard Class,JS-16030,Joy Smith,0,United States,Decatur,Illinois,62521.0,0,FUR-CH-10004063,0,5,742,600.558
7045,US-2018-165358,18/07/2018,23/07/2018,Standard Class,SV-20365,Seth Vernon,0,United States,Philadelphia,Pennsylvania,19134.0,1,OFF-SU-10004768,1,15,93,9.184
3929,CA-2017-162082,14/03/2017,17/03/2017,First Class,JS-15880,John Stevenson,0,United States,Harlingen,Texas,78550.0,0,FUR-BO-10004409,0,4,1383,241.332
6760,CA-2018-165715,02/12/2018,08/12/2018,Standard Class,BG-11035,Barry Gonzalez,0,United States,Greensboro,North Carolina,27405.0,2,OFF-AR-10003903,1,2,1405,32.776
4077,CA-2016-100685,19/12/2016,21/12/2016,Second Class,SM-20950,Suzanne McNair,1,United States,Omaha,Nebraska,68104.0,0,OFF-BI-10003094,1,3,1435,7.04
2224,CA-2016-131884,06/12/2016,06/12/2016,Same Day,DK-13375,Dennis Kane,0,United States,Marion,Ohio,43302.0,1,FUR-CH-10004860,0,5,761,70.686
101,CA-2017-158568,29/08/2017,02/09/2017,Standard Class,RB-19465,Rick Bensley,2,United States,Chicago,Illinois,60610.0,0,TEC-AC-10001767,2,0,1404,95.976
5012,US-2018-139647,11/05/2018,13/05/2018,First Class,TS-21370,Todd Sumrall,1,United States,Phoenix,Arizona,85023.0,3,FUR-BO-10004467,0,4,316,209.979
8329,CA-2018-118577,06/10/2018,11/10/2018,Standard Class,XP-21865,Xylona Preis,0,United States,Belleville,New Jersey,7109.0,1,OFF-PA-10001357,1,12,1667,143.7
2763,CA-2018-126536,12/10/2018,14/10/2018,First Class,NK-18490,Neil Knudson,2,United States,San Francisco,California,94110.0,3,OFF-BI-10001191,1,3,406,101.84
6477,CA-2018-140872,03/06/2018,10/06/2018,Standard Class,NR-18550,Nick Radford,0,United States,Pembroke Pines,Florida,33024.0,2,OFF-AP-10003622,1,1,365,5.2
4534,CA-2015-140403,10/10/2015,10/10/2015,Same Day,TN-21040,Tanja Norvell,2,United States,Manteca,California,95336.0,3,OFF-EN-10001219,1,7,5,15.28
9426,CA-2015-116246,12/09/2015,17/09/2015,Second Class,LW-17215,Luke Weiss,0,United States,New York City,New York,10035.0,1,FUR-CH-10002024,0,5,785,3785.292
9438,CA-2018-107853,26/05/2018,31/05/2018,Standard Class,CD-11920,Carlos Daly,0,United States,Oceanside,California,92054.0,3,OFF-PA-10000520,1,12,1795,12.96
4113,CA-2016-153717,25/12/2016,01/01/2017,Standard Class,DL-13495,Dionis Lloyd,1,United States,Detroit,Michigan,48227.0,0,OFF-AR-10002375,1,2,1160,3.28
5800,CA-2015-166716,20/08/2015,25/08/2015,Second Class,CR-12730,Craig Reiter,0,United States,Chicago,Illinois,60610.0,0,FUR-CH-10004495,0,5,760,421.372
9050,CA-2015-124513,21/09/2015,25/09/2015,Standard Class,SL-20155,Sara Luxemburg,2,United States,New York City,New York,10011.0,1,OFF-AR-10002956,1,2,352,66.03
5299,CA-2017-106656,23/09/2017,26/09/2017,First Class,DV-13045,Darrin Van Huff,1,United States,San Diego,California,92037.0,3,OFF-EN-10001509,1,7,1283,4.08
1466,CA-2015-151708,08/08/2015,14/08/2015,Standard Class,MB-17305,Maria Bertelson,0,United States,Glendale,Arizona,85301.0,3,FUR-FU-10001602,0,9,560,121.376
8701,CA-2018-119284,15/06/2018,20/06/2018,Standard Class,TS-21205,Thomas Seio,1,United States,Nashville,Tennessee,37211.0,2,OFF-AP-10004249,1,1,1493,76.608
2235,CA-2018-104066,05/12/2018,10/12/2018,Standard Class,QJ-19255,Quincy Jones,1,United States,Burlington,Vermont,,1,TEC-AC-10001013,2,0,994,205.03
1745,CA-2018-152807,30/10/2018,03/11/2018,Standard Class,MC-18100,Mick Crebagga,0,United States,Philadelphia,Pennsylvania,19140.0,1,TEC-AC-10001142,2,0,665,442.4
7238,CA-2017-164924,10/07/2017,10/07/2017,Same Day,EA-14035,Erin Ashbrook,1,United States,Philadelphia,Pennsylvania,19143.0,1,TEC-MA-10000904,2,11,372,341.991
5827,CA-2018-161067,03/09/2018,06/09/2018,Second Class,KB-16405,Katrina Bavinger,2,United States,New York City,New York,10035.0,1,FUR-CH-10004626,0,5,1211,90.801
7236,CA-2017-137337,08/03/2017,12/03/2017,Standard Class,GB-14575,Giulietta Baptist,0,United States,New York City,New York,10011.0,1,OFF-BI-10000632,1,3,1418,69.456
3488,CA-2018-120705,05/09/2018,11/09/2018,Standard Class,MG-17875,Michael Grace,2,United States,Fort Lauderdale,Florida,33311.0,2,OFF-ST-10001522,1,14,774,147.184
5505,CA-2018-127782,02/11/2018,06/11/2018,Standard Class,TH-21115,Thea Hudgings,1,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-EN-10003845,1,7,455,8.856
9151,US-2015-157070,01/06/2015,06/06/2015,Standard Class,QJ-19255,Quincy Jones,1,United States,Detroit,Michigan,48234.0,0,OFF-AP-10004859,1,1,52,65.52
9049,CA-2018-137463,16/12/2018,20/12/2018,Second Class,KM-16225,Kalyca Meade,1,United States,Sunnyvale,California,94086.0,3,OFF-LA-10003498,1,10,181,44.4
3644,CA-2015-156594,20/12/2015,23/12/2015,Second Class,MC-17845,Michael Chen,0,United States,Los Angeles,California,90008.0,3,OFF-AR-10001725,1,2,360,47.3
6563,CA-2015-166086,07/05/2015,12/05/2015,Standard Class,CT-11995,Carol Triggs,0,United States,Lawrence,Massachusetts,1841.0,1,OFF-BI-10001078,1,3,66,16.14
5119,CA-2016-127173,26/09/2016,03/10/2016,Standard Class,GM-14500,Gene McClure,0,United States,Oceanside,New York,11572.0,1,TEC-MA-10002859,2,11,164,629.93
9235,CA-2017-126732,02/09/2017,06/09/2017,Standard Class,LR-16915,Lena Radford,0,United States,Los Angeles,California,90036.0,3,TEC-PH-10001530,2,13,445,1091.168
2122,CA-2018-158246,09/11/2018,11/11/2018,First Class,JB-15400,Jennifer Braxton,1,United States,Sunnyvale,California,94086.0,3,FUR-CH-10003061,0,5,759,215.976
3498,CA-2017-107328,08/08/2017,15/08/2017,Standard Class,CA-12055,Cathy Armstrong,2,United States,Los Angeles,California,90036.0,3,OFF-AP-10004487,1,1,944,487.92
3195,CA-2015-165428,01/09/2015,04/09/2015,First Class,JL-15130,Jack Lebron,0,United States,Houston,Texas,77036.0,0,OFF-PA-10004100,1,12,1811,31.104
8106,CA-2018-159149,17/02/2018,19/02/2018,First Class,CR-12820,Cyra Reiten,2,United States,Houston,Texas,77041.0,0,FUR-BO-10001601,0,4,1429,89.0664
8374,CA-2017-152940,10/11/2017,13/11/2017,First Class,RO-19780,Rose O'Brian,0,United States,San Francisco,California,94110.0,3,OFF-ST-10000352,1,14,69,29.74
6935,CA-2015-164182,14/07/2015,18/07/2015,Standard Class,ST-20530,Shui Tom,0,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-AR-10001044,1,2,280,41.584
3873,CA-2016-132486,23/10/2016,27/10/2016,Second Class,JF-15355,Jay Fein,0,United States,San Diego,California,92105.0,3,FUR-CH-10001854,0,5,1209,842.352
7507,CA-2015-115889,02/11/2015,06/11/2015,Standard Class,SH-20395,Shahid Hopkins,0,United States,San Francisco,California,94122.0,3,TEC-PH-10001615,2,13,42,46.384
5946,CA-2015-104178,25/08/2015,29/08/2015,Standard Class,JM-15265,Janet Molinari,1,United States,Los Angeles,California,90036.0,3,OFF-PA-10004983,1,12,1826,25.92
7392,CA-2018-160031,04/12/2018,07/12/2018,Second Class,LT-16765,Larry Tron,0,United States,Fairfield,Ohio,45014.0,1,OFF-PA-10000241,1,12,891,74.352
1204,CA-2017-114727,18/07/2017,24/07/2017,Standard Class,LS-16945,Linda Southworth,1,United States,Denver,Colorado,80219.0,3,OFF-ST-10002292,1,14,1425,593.568
3483,CA-2015-124688,27/08/2015,29/08/2015,First Class,CC-12610,Corey Catlett,1,United States,Springfield,Virginia,22153.0,2,TEC-PH-10000455,2,13,723,579.95
4739,CA-2016-105725,18/02/2016,24/02/2016,Standard Class,GT-14755,Guy Thornton,0,United States,Long Beach,California,90805.0,3,OFF-LA-10003510,1,10,178,61.06
6274,US-2017-139087,17/07/2017,22/07/2017,Second Class,DK-13375,Dennis Kane,0,United States,Seattle,Washington,98105.0,3,FUR-FU-10001847,0,9,575,12.42
1927,US-2017-139710,09/06/2017,15/06/2017,Standard Class,GM-14680,Greg Matthias,0,United States,Los Angeles,California,90045.0,3,TEC-PH-10001198,2,13,172,177.48
2642,CA-2016-169740,20/02/2016,25/02/2016,Standard Class,LM-17065,Liz MacKendrick,0,United States,Hot Springs,Arkansas,71901.0,2,TEC-AC-10000927,2,0,153,29.99
3598,CA-2015-102869,09/09/2015,14/09/2015,Second Class,LC-17140,Logan Currie,0,United States,Philadelphia,Pennsylvania,19140.0,1,TEC-AC-10002134,2,0,1355,64.704
7035,CA-2017-145548,11/11/2017,16/11/2017,Standard Class,EB-13750,Edward Becker,1,United States,New York City,New York,10011.0,1,OFF-BI-10004236,1,3,1835,35.232
7821,CA-2018-152436,08/12/2018,10/12/2018,Second Class,CW-11905,Carl Weiss,2,United States,Cranston,Rhode Island,2920.0,1,OFF-ST-10000036,1,14,1329,592.74
9726,CA-2018-142293,17/09/2018,20/09/2018,First Class,SC-20380,Shahid Collister,0,United States,Boise,Idaho,83704.0,3,TEC-AC-10001109,2,0,1011,89.97
2729,CA-2018-119193,22/12/2018,24/12/2018,First Class,SK-19990,Sally Knutson,0,United States,Toledo,Ohio,43615.0,1,TEC-PH-10003072,2,13,1242,629.958
7460,CA-2016-137974,16/04/2016,18/04/2016,First Class,LL-16840,Lauren Leatherbury,0,United States,Waynesboro,Virginia,22980.0,2,FUR-BO-10001519,0,4,1181,523.26
3282,US-2015-117170,17/09/2015,24/09/2015,Standard Class,KT-16465,Kean Takahito,0,United States,Raleigh,North Carolina,27604.0,2,TEC-AC-10001109,2,0,1011,47.984
3762,CA-2018-104577,12/05/2018,17/05/2018,Standard Class,CK-12205,Chloris Kastensmidt,0,United States,Everett,Massachusetts,2149.0,1,OFF-PA-10000659,1,12,1524,87.6
7357,CA-2017-114748,09/10/2017,14/10/2017,Standard Class,MZ-17335,Maria Zettner,2,United States,Phoenix,Arizona,85023.0,3,OFF-AR-10001315,1,2,1115,1.408
3705,CA-2016-104941,13/06/2016,19/06/2016,Standard Class,DH-13075,Dave Hallsten,1,United States,Decatur,Alabama,35601.0,2,TEC-CO-10004202,2,6,371,899.97
2627,CA-2018-127180,22/10/2018,24/10/2018,First Class,TA-21385,Tom Ashbrook,2,United States,New York City,New York,10024.0,1,TEC-PH-10003800,2,13,1842,52.99
8098,CA-2018-122798,28/12/2018,01/01/2019,Standard Class,SV-20935,Susan Vittorini,0,United States,Albuquerque,New Mexico,87105.0,3,OFF-ST-10003058,1,14,579,118.25
4417,CA-2015-153983,29/11/2015,06/12/2015,Standard Class,AH-10210,Alan Hwang,0,United States,San Francisco,California,94122.0,3,OFF-FA-10003495,1,8,1498,30.4
806,CA-2015-134313,01/11/2015,07/11/2015,Standard Class,RA-19915,Russell Applegate,0,United States,Denver,Colorado,80219.0,3,OFF-AR-10001897,1,2,1094,43.176
4711,CA-2018-138149,29/06/2018,30/06/2018,First Class,WB-21850,William Brown,0,United States,Los Angeles,California,90049.0,3,TEC-AC-10001284,2,0,600,62.31
7130,CA-2017-166282,16/04/2017,22/04/2017,Standard Class,PK-19075,Pete Kriz,0,United States,Nashville,Tennessee,37211.0,2,TEC-AC-10004209,2,0,1067,35.168
5324,CA-2018-134439,18/09/2018,23/09/2018,Second Class,TM-21010,Tamara Manning,0,United States,Grand Island,Nebraska,68801.0,0,OFF-PA-10004082,1,12,109,15.96
3942,CA-2018-117863,18/05/2018,23/05/2018,Standard Class,TS-21340,Toby Swindell,0,United States,New York City,New York,10024.0,1,OFF-BI-10000605,1,3,75,3.048
4270,US-2018-124821,25/06/2018,29/06/2018,Second Class,AM-10705,Anne McFarland,0,United States,Seattle,Washington,98115.0,3,FUR-TA-10000688,0,16,426,871.4
1243,US-2017-162859,15/02/2017,22/02/2017,Standard Class,PG-18820,Patrick Gardner,0,United States,New York City,New York,10009.0,1,OFF-BI-10004519,1,3,681,398.352
6642,CA-2018-128328,05/08/2018,09/08/2018,Standard Class,PO-18865,Patrick O'Donnell,0,United States,Indianapolis,Indiana,46203.0,0,TEC-AC-10001714,2,0,1023,79.78
9192,US-2016-130512,21/08/2016,25/08/2016,Standard Class,SM-20320,Sean Miller,2,United States,Allentown,Pennsylvania,18103.0,1,OFF-PA-10003625,1,12,1768,49.568
9141,CA-2018-123029,30/09/2018,02/10/2018,Second Class,BT-11530,Bradley Talbott,2,United States,Los Angeles,California,90049.0,3,TEC-AC-10002402,2,0,1327,159.98
548,CA-2018-162929,19/11/2018,22/11/2018,First Class,AS-10135,Adrian Shami,2,United States,New York City,New York,10035.0,1,OFF-PA-10002986,1,12,1680,13.36
3906,CA-2016-167010,05/04/2016,10/04/2016,Standard Class,VT-21700,Valerie Takahito,2,United States,Philadelphia,Pennsylvania,19143.0,1,OFF-BI-10002072,1,3,414,10.428
3722,CA-2017-151155,20/12/2017,24/12/2017,Standard Class,AB-10255,Alejandro Ballentine,2,United States,Jackson,Mississippi,39212.0,2,OFF-BI-10003910,1,3,499,15.42
27,CA-2017-121755,16/01/2017,20/01/2017,Second Class,EH-13945,Eric Hoffmann,0,United States,Los Angeles,California,90049.0,3,TEC-AC-10003027,2,0,913,90.57
7665,CA-2015-151967,22/10/2015,26/10/2015,Standard Class,NB-18580,Nicole Brennan,1,United States,Bossier City,Louisiana,71111.0,2,FUR-FU-10000193,0,9,1538,129.92
4093,CA-2018-166576,16/05/2018,18/05/2018,First Class,JM-15865,John Murray,0,United States,Akron,Ohio,44312.0,1,OFF-ST-10002574,1,14,1365,221.024
2509,CA-2018-163902,02/03/2018,08/03/2018,Standard Class,MY-17380,Maribeth Yedwab,1,United States,Los Angeles,California,90045.0,3,TEC-PH-10000675,2,13,1238,196.776
1434,CA-2015-120768,19/12/2015,21/12/2015,Second Class,IM-15070,Irene Maddox,0,United States,Florence,Alabama,35630.0,2,FUR-CH-10000513,0,5,813,1819.86
2583,US-2015-155502,26/01/2015,31/01/2015,Standard Class,SD-20485,Shirley Daniels,2,United States,Alexandria,Virginia,22304.0,2,TEC-PH-10004833,2,13,1037,155.35
1303,CA-2016-115847,19/09/2016,24/09/2016,Second Class,TC-21535,Tracy Collins,2,United States,Arlington,Virginia,22204.0,2,FUR-BO-10003433,0,4,1423,61.96
6235,US-2018-142188,11/09/2018,11/09/2018,Same Day,JF-15415,Jennifer Ferguson,0,United States,Seattle,Washington,98105.0,3,OFF-BI-10004600,1,3,896,1471.96
9118,CA-2018-153045,19/01/2018,24/01/2018,Second Class,NS-18505,Neola Schneider,0,United States,Philadelphia,Pennsylvania,19140.0,1,FUR-CH-10000309,0,5,738,887.271
8639,CA-2018-118346,23/07/2018,24/07/2018,First Class,PO-19180,Philisse Overcash,2,United States,Kenosha,Wisconsin,53142.0,0,TEC-AC-10000736,2,0,1002,399.95
1222,CA-2015-110184,12/07/2015,16/07/2015,Standard Class,BF-11170,Ben Ferrer,2,United States,Los Angeles,California,90036.0,3,TEC-PH-10000439,2,13,727,255.936
2549,US-2016-128090,16/08/2016,22/08/2016,Standard Class,JM-15865,John Murray,0,United States,Phoenix,Arizona,85023.0,3,TEC-PH-10002624,2,13,1393,1879.96
751,CA-2018-126074,02/10/2018,06/10/2018,Standard Class,RF-19735,Roland Fjeld,0,United States,Trenton,Michigan,48183.0,0,FUR-FU-10003577,0,9,1177,157.74
438,CA-2017-147375,12/06/2017,14/06/2017,Second Class,PO-19180,Philisse Overcash,2,United States,Chicago,Illinois,60623.0,0,OFF-PA-10001970,1,12,1691,313.488
7690,US-2018-128951,15/07/2018,17/07/2018,First Class,RS-19420,Ricardo Sperren,1,United States,Suffolk,Virginia,23434.0,2,OFF-AP-10002191,1,1,299,179.94
3602,CA-2015-159835,17/11/2015,24/11/2015,Standard Class,RB-19330,Randy Bradley,0,United States,Philadelphia,Pennsylvania,19143.0,1,OFF-PA-10002137,1,12,1467,12.448
2848,CA-2018-157854,08/04/2018,15/04/2018,Standard Class,DM-13345,Denise Monton,1,United States,Roswell,Georgia,30076.0,2,FUR-FU-10003832,0,9,567,56.28
1174,US-2016-104430,22/10/2016,26/10/2016,Standard Class,LT-17110,Liz Thompson,0,United States,Bloomington,Illinois,61701.0,0,OFF-BI-10000301,1,3,690,5.176
7163,CA-2015-138709,04/07/2015,09/07/2015,Standard Class,MS-17770,Maxwell Schwartz,0,United States,Richmond,Virginia,23223.0,2,OFF-BI-10000145,1,3,1841,15.6
2700,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,2,United States,Jacksonville,Florida,32216.0,2,OFF-AR-10003183,1,2,244,8.016
3549,CA-2018-155292,30/10/2018,01/11/2018,First Class,RD-19810,Ross DeVincentis,2,United States,Richmond,Kentucky,40475.0,2,FUR-CH-10000553,0,5,1081,33.94
8412,CA-2017-159765,09/05/2017,12/05/2017,Second Class,TH-21100,Thea Hendricks,0,United States,Salem,Virginia,24153.0,2,OFF-AR-10003514,1,2,28,27.86
7270,CA-2017-133368,14/01/2017,20/01/2017,Standard Class,AG-10675,Anna Gayman,0,United States,Concord,North Carolina,28027.0,2,FUR-FU-10003374,0,9,593,315.776
2482,CA-2018-147956,24/12/2018,31/12/2018,Standard Class,AH-10210,Alan Hwang,0,United States,Seattle,Washington,98105.0,3,OFF-ST-10001097,1,14,1200,1003.62
3596,CA-2018-148012,09/12/2018,15/12/2018,Standard Class,KM-16225,Kalyca Meade,1,United States,Philadelphia,Pennsylvania,19143.0,1,OFF-AR-10004757,1,2,474,2.624
8271,CA-2018-121790,30/01/2018,06/02/2018,Standard Class,LP-17095,Liz Preis,0,United States,Aurora,Illinois,60505.0,0,OFF-AR-10003602,1,2,1318,9.344
2707,CA-2018-155873,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,2,United States,Carlsbad,New Mexico,88220.0,3,OFF-PA-10001246,1,12,1810,19.44
5377,CA-2018-134152,27/05/2018,31/05/2018,Standard Class,RP-19855,Roy Phan,1,United States,Seattle,Washington,98103.0,3,OFF-AR-10004062,1,2,1499,31.44
327,US-2017-141544,30/08/2017,01/09/2017,First Class,PO-18850,Patrick O'Brill,0,United States,Philadelphia,Pennsylvania,19143.0,1,TEC-PH-10003645,2,13,47,290.898
1040,CA-2018-121818,20/11/2018,21/11/2018,First Class,JH-15430,Jennifer Halladay,0,United States,Burlington,North Carolina,27217.0,2,OFF-AR-10004790,1,2,1499,28.728
7923,CA-2018-134096,24/09/2018,29/09/2018,Standard Class,PP-18955,Paul Prost,2,United States,Hollywood,Florida,33021.0,2,TEC-PH-10000526,2,13,1603,383.96
5015,US-2018-160465,21/07/2018,26/07/2018,Standard Class,SW-20350,Sean Wendt,2,United States,Cleveland,Ohio,44105.0,1,TEC-PH-10004522,2,13,523,210.564
2500,US-2018-133781,22/06/2018,23/06/2018,First Class,DC-12850,Dan Campbell,0,United States,Miami,Florida,33178.0,2,OFF-EN-10004483,1,7,3,37.608
8055,CA-2016-121188,28/08/2016,04/09/2016,Standard Class,CB-12025,Cassandra Brandow,0,United States,Los Angeles,California,90049.0,3,OFF-ST-10001490,1,14,871,892.35
2862,CA-2018-138975,19/05/2018,23/05/2018,Standard Class,SC-20380,Shahid Collister,0,United States,Atlanta,Georgia,30318.0,2,OFF-PA-10000100,1,12,1732,286.93
